date,book,chapter_slug,word_count,sources_count,verify_flag_count,pantry_notes_found,pantry_lib_files_used,thin_pantry,mechanism_explained,contested_claims_flagged
2026-05-22,codex-for-students,01-introduction-cautious-builder,2333,1,0,yes,0,no,"Seth's homework/quiz gap observation; conducting (Ask Mode → Code Mode gate) as the alternative to delegating; Codex is agentic, not chat",0
2026-05-22,codex-for-students,02-homework-quiz-gap,2662,4,0,yes,0,no,"Bastani/Kosmyna/Anthropic empirical triplet; Frictional principle (struggle is the mechanism of learning); fluency trap; debugging gap as the most concentrated signal",0
2026-05-22,codex-for-students,03-division-of-labor,2937,1,0,yes,0,no,"Codex is superhuman at pattern completion (syntax, idiom, recall) and structurally blind to supervisory work (project, data, intent, consequence horizon); solve-verify asymmetry; dangerous middle",0
2026-05-22,codex-for-students,04-teacher-student-ai-gap,2927,1,0,yes,0,no,"Technical fluency without domain depth is the danger zone; curriculum cycles (5-7 years) lag tool cycles (1-2 years); hallucination is invisible without domain depth; the discipline is the operational substitute",0
2026-05-22,codex-for-students,05-conducting-not-prompting,2667,2,0,yes,0,no,"Ask Mode / Code Mode gate as bounded rationality (Simon) applied to AI-assisted coding; handoff conditions per step; Best-of-N as supervisory technique not feature button",1
2026-05-22,codex-for-students,06-five-supervisory-capacities,2533,2,0,yes,0,no,"Five named capacities (PA, PF, TO, IJ, EI) decompose the irreducibly human work; the capacities are structurally not closable by model improvements because the model lacks the information",1
2026-05-22,codex-for-students,07-agents-md,2396,1,0,yes,0,no,"AGENTS.md as the persistent project context Codex reads at every session; five-element format; 200-line operational ceiling; literate programming applied to AI collaboration",0
2026-05-22,codex-for-students,08-problem-formulation,2443,1,0,yes,0,no,"Problem formulation upstream of any Code Mode prompt; the one-sentence test on three questions; the minimum viable spec; Ask Mode interrogation as the formulation tool",0
2026-05-22,codex-for-students,09-prompts-as-specifications,1788,2,0,yes,0,no,"The five-element specification format (task, invariants, context, output format, negative constraint) replaces requests with specs Codex cannot reasonably misinterpret; in-prompt verification dramatically improves output",0
2026-05-22,codex-for-students,10-handoff-conditions-dangerous-middle,2204,2,0,yes,0,no,"Handoff conditions as specific/testable/binary checks; dangerous middle is the failure mode where the spec was clean and the output was still wrong; /rewind not forward-correct; STOP block; Best-of-N as verification",1
2026-05-22,codex-for-students,11-brutalist-creative-builds,2861,2,0,yes,0,no,"Brutalist three-file system (AGENTS.md, DESIGN.md, PROJECT.md) for creative work; Intent Layer is human always; the system says no to Codex's improvisation by design; brutalist.art is author's own (transparency)",0
2026-05-22,codex-for-students,12-planning-first-build,2003,1,0,yes,0,no,"Six-step planning sequence (ask, formulate, spec, plan, review, first prompt) front-loads the discipline; the planning gate is non-negotiable for builds over 30 minutes",0
2026-05-22,codex-for-students,13-running-the-build,2197,2,0,yes,0,no,"Per-step loop (paste, prompt, read, verify, PA, log); three pivotal moments (handoff failure, scope creep, plausibility audit); revert after two failed corrections; in-prompt verification",0
2026-05-22,codex-for-students,14-verification,2090,1,0,yes,0,no,"Three-pass verification (functional, edge case, spec needs); post-build learning document with five sections; the artifact consolidates lessons into a form that travels to the next build",0
2026-05-22,codex-for-students,15-first-full-build,1478,1,0,yes,0,no,"The capstone build: applying the full conducting discipline to a real project produces a step-change in supervisory capacity that reading alone does not",0
